id_medico,id_delegado,region,segmento,categoria_2025,cuota_2025,visitas_2025,visitas_plan,delta_visitas,delta_unidades,delta_eur
MED1193,DEL041,Noreste,A,17555,0.216,18,13,-5,-111,-1998
MED1464,DEL041,Noreste,A,16269,0.212,14,12,-2,-55,-990
MED1809,DEL041,Noreste,A,11647,0.229,13,10,-3,-72,-1296
MED0093,DEL041,Noreste,A,10163,0.241,14,9,-5,-107,-1926
MED1271,DEL041,Noreste,B,6186,0.188,6,7,1,31,558
MED0313,DEL041,Noreste,B,5927,0.192,3,6,3,152,2736
MED0165,DEL041,Noreste,B,5894,0.184,11,6,-5,-103,-1854
MED0891,DEL041,Noreste,B,5810,0.201,3,6,3,149,2682
MED0978,DEL041,Noreste,B,5628,0.268,15,6,-9,-136,-2448
MED0168,DEL041,Noreste,B,5172,0.24,5,6,1,32,576
MED1886,DEL041,Noreste,B,5171,0.188,3,6,3,132,2376
MED1044,DEL041,Noreste,B,4758,0.178,2,5,3,168,3024
MED1237,DEL041,Noreste,B,4387,0.224,3,5,2,85,1530
MED0611,DEL041,Noreste,B,4127,0.152,1,5,4,250,4500
MED1223,DEL041,Noreste,B,3971,0.2,3,5,2,77,1386
MED0251,DEL041,Noreste,B,3877,0.251,5,5,0,0,0
MED1263,DEL041,Noreste,B,3757,0.245,7,5,-2,-42,-756
MED0106,DEL041,Noreste,B,3673,0.23,6,4,-2,-53,-954
MED0892,DEL041,Noreste,B,3664,0.234,7,4,-3,-71,-1278
MED0001,DEL041,Noreste,C,2196,0.241,5,3,-2,-42,-756
MED1163,DEL041,Noreste,C,2074,0.219,3,3,0,0,0
MED0528,DEL041,Noreste,C,2025,0.152,1,3,2,83,1494
MED1663,DEL041,Noreste,C,1943,0.192,2,3,1,31,558
MED1472,DEL041,Noreste,C,1916,0.113,0,3,3,165,2970
MED0139,DEL041,Noreste,C,1895,0.193,1,2,1,48,864
MED0896,DEL041,Noreste,C,1888,0.263,7,2,-5,-88,-1584
MED1482,DEL041,Noreste,C,1859,0.168,1,2,1,47,846
MED0271,DEL041,Noreste,C,1853,0.222,4,2,-2,-50,-900
MED0822,DEL041,Noreste,C,1843,0.149,0,2,2,129,2322
MED0331,DEL041,Noreste,C,1799,0.12,0,2,2,126,2268
MED1444,DEL041,Noreste,C,1766,0.187,1,2,1,44,792
MED0141,DEL041,Noreste,C,1729,0.116,0,2,2,121,2178
MED0847,DEL041,Noreste,C,1685,0.136,0,2,2,118,2124
MED1346,DEL041,Noreste,C,1587,0.124,0,2,2,111,1998
MED0535,DEL041,Noreste,C,1578,0.125,0,2,2,111,1998
MED0445,DEL041,Noreste,C,1570,0.185,2,2,0,0,0
MED1954,DEL041,Noreste,C,1423,0.162,1,2,1,36,648
MED1033,DEL041,Noreste,C,1349,0.144,1,2,1,34,612
MED0355,DEL041,Noreste,C,1265,0.17,1,2,1,32,576
MED1660,DEL041,Noreste,C,1125,0.185,2,1,-1,-28,-504
MED1297,DEL041,Noreste,C,1108,0.167,1,1,0,0,0
MED0376,DEL041,Noreste,C,935,0.14,1,1,0,0,0
MED1075,DEL042,Noroeste,A,16246,0.234,23,10,-13,-266,-4788
MED1595,DEL042,Noroeste,A,14305,0.226,7,10,3,145,2610
MED1526,DEL042,Noroeste,A,13134,0.237,15,9,-6,-157,-2826
MED1747,DEL042,Noroeste,A,12607,0.151,1,9,8,997,17946
MED0924,DEL042,Noroeste,A,12111,0.147,1,9,8,958,17244
MED0305,DEL042,Noroeste,A,11657,0.187,7,8,1,47,846
MED0478,DEL042,Noroeste,A,10416,0.2,9,8,-1,-35,-630
MED1476,DEL042,Noroeste,A,9940,0.263,7,8,1,40,720
MED0297,DEL042,Noroeste,A,8404,0.253,15,7,-8,-162,-2916
MED1919,DEL042,Noroeste,B,6238,0.12,0,6,6,697,12546
MED0094,DEL042,Noroeste,B,5868,0.242,4,5,1,48,864
MED0017,DEL042,Noroeste,B,5426,0.217,3,5,2,105,1890
MED0006,DEL042,Noroeste,B,5286,0.184,3,5,2,102,1836
MED1840,DEL042,Noroeste,B,5181,0.175,3,5,2,100,1800
MED0794,DEL042,Noroeste,B,4541,0.24,8,4,-4,-106,-1908
MED0638,DEL042,Noroeste,B,4253,0.249,6,4,-2,-61,-1098
MED0668,DEL042,Noroeste,B,4100,0.18,2,4,2,112,2016
MED0809,DEL042,Noroeste,B,4073,0.181,1,4,3,213,3834
MED0629,DEL042,Noroeste,B,3903,0.229,8,4,-4,-91,-1638
MED1094,DEL042,Noroeste,B,3805,0.197,7,4,-3,-74,-1332
MED1650,DEL042,Noroeste,B,3685,0.167,1,4,3,193,3474
MED1552,DEL042,Noroeste,B,3660,0.172,2,4,2,100,1800
MED1671,DEL042,Noroeste,B,3328,0.226,5,3,-2,-64,-1152
MED0459,DEL042,Noroeste,B,2939,0.122,0,3,3,253,4554
MED0399,DEL042,Noroeste,C,2676,0.124,0,3,3,231,4158
MED1667,DEL042,Noroeste,C,2198,0.174,1,2,1,55,990
MED1502,DEL042,Noroeste,C,1881,0.131,0,2,2,132,2376
MED0781,DEL042,Noroeste,C,1873,0.133,0,2,2,131,2358
MED1374,DEL042,Noroeste,C,1786,0.261,9,2,-7,-96,-1728
MED1389,DEL042,Noroeste,C,1775,0.189,2,2,0,0,0
MED1324,DEL042,Noroeste,C,1753,0.194,2,2,0,0,0
MED1538,DEL042,Noroeste,C,1731,0.144,0,2,2,121,2178
MED0299,DEL042,Noroeste,C,1709,0.153,1,2,1,43,774
MED1580,DEL042,Noroeste,C,1452,0.192,2,1,-1,-37,-666
MED0761,DEL042,Noroeste,C,1352,0.178,4,1,-3,-71,-1278
MED1246,DEL042,Noroeste,C,1056,0.165,1,1,0,0,0
MED1009,DEL042,Noroeste,C,1027,0.227,3,1,-2,-42,-756
MED0938,DEL042,Noroeste,C,1024,0.202,3,1,-2,-42,-756
MED1356,DEL043,Centro,A,14472,0.222,17,10,-7,-167,-3006
MED0447,DEL043,Centro,A,14460,0.227,15,10,-5,-133,-2394
MED0085,DEL043,Centro,A,13599,0.258,9,10,1,38,684
MED1641,DEL043,Centro,A,12123,0.224,15,9,-6,-145,-2610
MED1678,DEL043,Centro,A,11955,0.269,12,9,-3,-86,-1548
MED0811,DEL043,Centro,A,11402,0.19,17,9,-8,-163,-2934
MED1635,DEL043,Centro,A,10683,0.16,3,8,5,369,6642
MED0895,DEL043,Centro,A,10595,0.246,19,8,-11,-207,-3726
MED0471,DEL043,Centro,A,8867,0.222,13,7,-6,-145,-2610
MED0806,DEL043,Centro,A,6618,0.134,0,6,6,740,13320
MED0184,DEL043,Centro,B,5774,0.17,1,6,5,386,6948
MED0599,DEL043,Centro,B,5771,0.209,8,5,-3,-88,-1584
MED1403,DEL043,Centro,B,5480,0.199,5,5,0,0,0
MED1260,DEL043,Centro,B,5042,0.193,3,5,2,97,1746
MED1030,DEL043,Centro,B,4957,0.204,4,5,1,41,738
MED0339,DEL043,Centro,B,4676,0.231,6,5,-1,-29,-522
MED0941,DEL043,Centro,B,4604,0.22,4,5,1,38,684
MED0310,DEL043,Centro,B,4546,0.178,4,5,1,37,666
MED0209,DEL043,Centro,B,4256,0.156,2,4,2,116,2088
MED0124,DEL043,Centro,B,4099,0.233,5,4,-1,-34,-612
MED1248,DEL043,Centro,B,3935,0.255,5,4,-1,-32,-576
MED0243,DEL043,Centro,B,3753,0.091,0,4,4,365,6570
MED0385,DEL043,Centro,C,2102,0.113,0,2,2,147,2646
MED0589,DEL043,Centro,C,2092,0.104,0,2,2,147,2646
MED1135,DEL043,Centro,C,2067,0.133,0,2,2,145,2610
MED1251,DEL043,Centro,C,2025,0.2,3,2,-1,-33,-594
MED1927,DEL043,Centro,C,2016,0.124,0,2,2,141,2538
MED0996,DEL043,Centro,C,2008,0.143,0,2,2,141,2538
MED0499,DEL043,Centro,C,1877,0.125,0,2,2,132,2376
MED0631,DEL043,Centro,C,1865,0.217,2,2,0,0,0
MED0505,DEL043,Centro,C,1831,0.118,0,2,2,128,2304
MED1745,DEL043,Centro,C,1755,0.138,0,2,2,123,2214
MED1722,DEL043,Centro,C,1742,0.168,1,2,1,44,792
MED0066,DEL043,Centro,C,1713,0.2,1,2,1,43,774
MED0652,DEL043,Centro,C,1682,0.103,0,2,2,118,2124
MED0595,DEL043,Centro,C,1644,0.125,0,2,2,115,2070
MED1742,DEL043,Centro,C,1628,0.25,2,2,0,0,0
MED1801,DEL043,Centro,C,1512,0.231,4,2,-2,-41,-738
MED0936,DEL043,Centro,C,1474,0.13,0,2,2,103,1854
MED1980,DEL043,Centro,C,1474,0.155,0,2,2,103,1854
MED0827,DEL043,Centro,C,1411,0.217,2,1,-1,-35,-630
MED0538,DEL043,Centro,C,1358,0.122,0,1,1,61,1098
MED1934,DEL043,Centro,C,1219,0.116,0,1,1,55,990
MED0593,DEL044,Levante,A,15395,0.224,16,10,-6,-160,-2880
MED1435,DEL044,Levante,A,12933,0.251,19,9,-10,-210,-3780
MED1825,DEL044,Levante,A,10116,0.235,10,8,-2,-62,-1116
MED0095,DEL044,Levante,B,5756,0.181,2,5,3,204,3672
MED1214,DEL044,Levante,B,5638,0.214,5,5,0,0,0
MED1867,DEL044,Levante,B,5265,0.221,4,5,1,43,774
MED1529,DEL044,Levante,B,5248,0.161,1,5,4,318,5724
MED0836,DEL044,Levante,B,5182,0.21,6,5,-1,-32,-576
MED0625,DEL044,Levante,B,5077,0.125,0,5,5,536,9648
MED0377,DEL044,Levante,B,4608,0.242,4,4,0,0,0
MED0910,DEL044,Levante,B,4088,0.237,5,4,-1,-33,-594
MED0989,DEL044,Levante,B,3994,0.194,4,4,0,0,0
MED0707,DEL044,Levante,B,3567,0.288,14,3,-11,-173,-3114
MED1396,DEL044,Levante,B,2987,0.117,0,3,3,257,4626
MED0779,DEL044,Levante,B,2824,0.187,3,3,0,0,0
MED0203,DEL044,Levante,B,2047,0.185,2,2,0,0,0
MED1941,DEL044,Levante,C,2145,0.117,0,2,2,150,2700
MED0582,DEL044,Levante,C,2115,0.122,0,2,2,148,2664
MED0548,DEL044,Levante,C,2096,0.115,0,2,2,147,2646
MED0082,DEL044,Levante,C,2055,0.187,1,2,1,52,936
MED0723,DEL044,Levante,C,2010,0.121,0,2,2,141,2538
MED0862,DEL044,Levante,C,2005,0.132,0,2,2,141,2538
MED0029,DEL044,Levante,C,1774,0.206,3,2,-1,-28,-504
MED1337,DEL044,Levante,C,1746,0.2,3,2,-1,-28,-504
MED1773,DEL044,Levante,C,1709,0.12,0,2,2,120,2160
MED0644,DEL044,Levante,C,1697,0.192,1,2,1,43,774
MED1638,DEL044,Levante,C,1696,0.228,3,2,-1,-27,-486
MED1772,DEL044,Levante,C,1675,0.186,1,2,1,42,756
MED1151,DEL044,Levante,C,1656,0.099,0,2,2,116,2088
MED0556,DEL044,Levante,C,1646,0.113,0,2,2,115,2070
MED0238,DEL044,Levante,C,1608,0.227,4,2,-2,-44,-792
MED1762,DEL044,Levante,C,1604,0.138,0,2,2,112,2016
MED0939,DEL044,Levante,C,1603,0.13,0,1,1,72,1296
MED0944,DEL044,Levante,C,1595,0.174,2,1,-1,-40,-720
MED1069,DEL044,Levante,C,1551,0.182,1,1,0,0,0
MED1614,DEL044,Levante,C,1531,0.119,0,1,1,69,1242
MED0746,DEL044,Levante,C,1514,0.177,1,1,0,0,0
MED0565,DEL044,Levante,C,1507,0.139,0,1,1,68,1224
MED0515,DEL044,Levante,C,1480,0.241,7,1,-6,-106,-1908
MED0335,DEL044,Levante,C,1472,0.125,0,1,1,66,1188
MED1873,DEL044,Levante,C,1313,0.147,0,1,1,59,1062
MED0254,DEL044,Levante,C,1149,0.136,0,1,1,52,936
MED1178,DEL044,Levante,C,1055,0.161,1,1,0,0,0
MED1601,DEL045,Sur,A,16134,0.266,23,12,-11,-193,-3474
MED0973,DEL045,Sur,A,13153,0.229,9,10,1,37,666
MED0670,DEL045,Sur,A,7673,0.214,7,7,0,0,0
MED0684,DEL045,Sur,B,6431,0.174,3,7,4,197,3546
MED0242,DEL045,Sur,B,5692,0.159,1,6,5,380,6840
MED1000,DEL045,Sur,B,5623,0.208,19,6,-13,-160,-2880
MED1017,DEL045,Sur,B,5509,0.231,5,6,1,35,630
MED0230,DEL045,Sur,B,5315,0.197,4,6,2,77,1386
MED0296,DEL045,Sur,B,5118,0.198,4,6,2,74,1332
MED0127,DEL045,Sur,B,4854,0.215,12,5,-7,-125,-2250
MED1196,DEL045,Sur,B,4612,0.196,5,5,0,0,0
MED1414,DEL045,Sur,B,4600,0.234,4,5,1,38,684
MED0261,DEL045,Sur,B,3841,0.187,2,4,2,105,1890
MED0054,DEL045,Sur,B,3645,0.229,4,4,0,0,0
MED0176,DEL045,Sur,B,2899,0.205,3,4,1,32,576
MED0065,DEL045,Sur,C,2314,0.178,1,3,2,95,1710
MED1450,DEL045,Sur,C,1964,0.231,5,3,-2,-38,-684
MED1898,DEL045,Sur,C,1886,0.125,0,2,2,132,2376
MED1949,DEL045,Sur,C,1884,0.192,1,2,1,47,846
MED0403,DEL045,Sur,C,1656,0.12,0,2,2,116,2088
MED1397,DEL045,Sur,C,1603,0.112,0,2,2,112,2016
MED1093,DEL045,Sur,C,1523,0.136,0,2,2,107,1926
MED0843,DEL045,Sur,C,1407,0.202,3,2,-1,-23,-414
MED0156,DEL045,Sur,C,1372,0.179,2,2,0,0,0
MED0465,DEL045,Sur,C,1345,0.195,2,2,0,0,0
MED1128,DEL045,Sur,C,1288,0.117,0,2,2,90,1620
MED0759,DEL045,Sur,C,1268,0.111,0,2,2,89,1602
MED1369,DEL046,Noreste,A,13213,0.209,23,10,-13,-216,-3888
MED1419,DEL046,Noreste,A,12670,0.2,23,10,-13,-207,-3726
MED0791,DEL046,Noreste,B,6658,0.162,1,6,5,445,8010
MED0056,DEL046,Noreste,B,6164,0.191,2,6,4,257,4626
MED1922,DEL046,Noreste,B,5562,0.127,0,6,6,622,11196
MED1983,DEL046,Noreste,B,5339,0.193,4,5,1,44,792
MED1911,DEL046,Noreste,B,5303,0.133,0,5,5,560,10080
MED1985,DEL046,Noreste,B,5292,0.152,1,5,4,320,5760
MED0646,DEL046,Noreste,B,5133,0.125,0,5,5,542,9756
MED1377,DEL046,Noreste,B,5002,0.166,3,5,2,97,1746
MED1048,DEL046,Noreste,B,4659,0.229,6,5,-1,-29,-522
MED0727,DEL046,Noreste,B,4583,0.171,1,5,4,277,4986
MED0750,DEL046,Noreste,B,4573,0.297,20,5,-15,-163,-2934
MED1952,DEL046,Noreste,B,4509,0.237,4,5,1,37,666
MED1126,DEL046,Noreste,B,4452,0.232,8,5,-3,-68,-1224
MED0520,DEL046,Noreste,B,4349,0.154,1,5,4,263,4734
MED1764,DEL046,Noreste,B,3938,0.229,5,4,-1,-32,-576
MED1950,DEL046,Noreste,B,3701,0.238,9,4,-5,-99,-1782
MED1416,DEL046,Noreste,B,3626,0.202,2,4,2,99,1782
MED1402,DEL046,Noreste,C,2004,0.229,2,2,0,0,0
MED1814,DEL046,Noreste,C,1971,0.193,2,2,0,0,0
MED0274,DEL046,Noreste,C,1936,0.129,0,2,2,136,2448
MED0477,DEL046,Noreste,C,1896,0.187,1,2,1,48,864
MED0632,DEL046,Noreste,C,1843,0.138,0,2,2,129,2322
MED1336,DEL046,Noreste,C,1841,0.11,0,2,2,129,2322
MED1264,DEL046,Noreste,C,1828,0.131,0,2,2,128,2304
MED0183,DEL046,Noreste,C,1827,0.251,4,2,-2,-50,-900
MED0135,DEL046,Noreste,C,1799,0.136,0,2,2,126,2268
MED1429,DEL046,Noreste,C,1754,0.112,0,2,2,123,2214
MED1637,DEL046,Noreste,C,1658,0.174,1,2,1,42,756
MED1943,DEL046,Noreste,C,1652,0.132,0,2,2,116,2088
MED1794,DEL046,Noreste,C,1610,0.161,1,2,1,40,720
MED0754,DEL046,Noreste,C,1562,0.184,1,2,1,39,702
MED1856,DEL046,Noreste,C,1550,0.207,2,2,0,0,0
MED1152,DEL046,Noreste,C,1549,0.121,0,2,2,109,1962
MED1306,DEL046,Noreste,C,1535,0.156,1,2,1,39,702
MED0347,DEL046,Noreste,C,1512,0.181,1,2,1,38,684
MED0932,DEL046,Noreste,C,1404,0.127,0,2,2,98,1764
MED0260,DEL046,Noreste,C,1394,0.237,2,2,0,0,0
MED0674,DEL046,Noreste,C,1387,0.232,10,2,-8,-79,-1422
MED1207,DEL046,Noreste,C,1344,0.172,2,2,0,0,0
MED0325,DEL046,Noreste,C,1117,0.217,4,1,-3,-58,-1044
MED1718,DEL046,Noreste,C,1064,0.252,3,1,-2,-44,-792
MED0721,DEL046,Noreste,C,1019,0.185,2,1,-1,-26,-468
MED0993,DEL047,Noroeste,A,16976,0.222,22,12,-10,-192,-3456
MED1721,DEL047,Noroeste,A,16892,0.117,0,12,12,2218,39924
MED1186,DEL047,Noroeste,A,15359,0.19,13,12,-1,-27,-486
MED0555,DEL047,Noroeste,A,14612,0.205,22,11,-11,-195,-3510
MED0332,DEL047,Noroeste,A,9349,0.219,14,9,-5,-99,-1782
MED0510,DEL047,Noroeste,B,6642,0.215,7,7,0,0,0
MED1167,DEL047,Noroeste,B,6205,0.228,8,7,-1,-25,-450
MED1644,DEL047,Noroeste,B,5493,0.187,2,6,4,229,4122
MED0726,DEL047,Noroeste,B,4953,0.229,16,6,-10,-126,-2268
MED0801,DEL047,Noroeste,B,4928,0.205,7,6,-1,-24,-432
MED1962,DEL047,Noroeste,B,4692,0.192,3,5,2,91,1638
MED1110,DEL047,Noroeste,B,4276,0.226,6,5,-1,-27,-486
MED1317,DEL047,Noroeste,B,4194,0.163,1,5,4,254,4572
MED0062,DEL047,Noroeste,B,3787,0.215,5,5,0,0,0
MED1212,DEL047,Noroeste,B,2965,0.127,0,4,4,289,5202
MED0213,DEL047,Noroeste,C,2018,0.123,0,3,3,174,3132
MED1947,DEL047,Noroeste,C,1909,0.154,1,3,2,79,1422
MED1848,DEL047,Noroeste,C,1872,0.122,0,2,2,131,2358
MED1604,DEL047,Noroeste,C,1718,0.118,0,2,2,120,2160
MED0028,DEL047,Noroeste,C,1713,0.158,1,2,1,43,774
MED0005,DEL047,Noroeste,C,1669,0.141,0,2,2,117,2106
MED1031,DEL047,Noroeste,C,1560,0.115,0,2,2,109,1962
MED1137,DEL047,Noroeste,C,1479,0.231,3,2,-1,-24,-432
MED1628,DEL047,Noroeste,C,1423,0.163,2,2,0,0,0
MED1577,DEL047,Noroeste,C,1244,0.159,1,2,1,31,558
MED1146,DEL047,Noroeste,C,1207,0.222,2,1,-1,-30,-540
MED1363,DEL047,Noroeste,C,1007,0.21,1,1,0,0,0
MED0594,DEL047,Noroeste,C,996,0.108,0,1,1,45,810
MED0572,DEL048,Centro,A,16529,0.209,14,11,-3,-89,-1602
MED1395,DEL048,Centro,A,13819,0.211,8,10,2,84,1512
MED0321,DEL048,Centro,A,12880,0.27,13,10,-3,-80,-1440
MED0191,DEL048,Centro,A,11945,0.235,21,9,-12,-213,-3834
MED0732,DEL048,Centro,A,11040,0.186,2,9,7,596,10728
MED0751,DEL048,Centro,A,11001,0.222,9,9,0,0,0
MED1430,DEL048,Centro,A,10267,0.288,21,8,-13,-217,-3906
MED1717,DEL048,Centro,A,9742,0.23,20,8,-12,-199,-3582
MED0111,DEL048,Centro,A,7819,0.182,2,7,5,365,6570
MED1185,DEL048,Centro,B,6775,0.27,13,6,-7,-144,-2592
MED1550,DEL048,Centro,B,5933,0.225,10,6,-4,-89,-1602
MED0485,DEL048,Centro,B,5708,0.205,4,6,2,83,1494
MED1598,DEL048,Centro,B,5568,0.179,3,5,2,108,1944
MED0586,DEL048,Centro,B,5500,0.211,6,5,-1,-34,-612
MED0525,DEL048,Centro,B,5360,0.162,2,5,3,190,3420
MED1799,DEL048,Centro,B,5353,0.135,1,5,4,324,5832
MED1591,DEL048,Centro,B,5328,0.253,9,5,-4,-99,-1782
MED1986,DEL048,Centro,B,5044,0.189,4,5,1,41,738
MED0778,DEL048,Centro,B,5019,0.235,9,5,-4,-93,-1674
MED1869,DEL048,Centro,B,4977,0.17,1,5,4,301,5418
MED1282,DEL048,Centro,B,4814,0.159,1,5,4,291,5238
MED1827,DEL048,Centro,B,4761,0.215,6,5,-1,-30,-540
MED1391,DEL048,Centro,B,4709,0.214,5,5,0,0,0
MED1312,DEL048,Centro,B,4674,0.216,5,5,0,0,0
MED1284,DEL048,Centro,B,4622,0.24,13,5,-8,-127,-2286
MED0724,DEL048,Centro,B,4321,0.14,1,4,3,226,4068
MED0328,DEL048,Centro,B,4253,0.191,2,4,2,116,2088
MED0825,DEL048,Centro,B,4252,0.135,1,4,3,223,4014
MED1880,DEL048,Centro,B,4093,0.103,0,4,4,398,7164
MED0280,DEL048,Centro,B,4035,0.197,3,4,1,45,810
MED1020,DEL048,Centro,B,3993,0.156,1,4,3,209,3762
MED1727,DEL048,Centro,B,3785,0.197,4,4,0,0,0
MED0055,DEL048,Centro,B,3709,0.218,6,4,-2,-54,-972
MED1926,DEL048,Centro,B,2846,0.121,0,3,3,245,4410
MED1725,DEL048,Centro,C,1981,0.138,0,2,2,139,2502
MED1692,DEL048,Centro,C,1972,0.247,13,2,-11,-124,-2232
MED1265,DEL048,Centro,C,1967,0.197,1,2,1,49,882
MED0334,DEL048,Centro,C,1959,0.13,0,2,2,137,2466
MED0812,DEL048,Centro,C,1940,0.164,1,2,1,49,882
MED0371,DEL048,Centro,C,1927,0.132,0,2,2,135,2430
MED0966,DEL048,Centro,C,1864,0.137,0,2,2,131,2358
MED0438,DEL048,Centro,C,1794,0.167,1,2,1,45,810
MED1068,DEL048,Centro,C,1770,0.134,0,2,2,124,2232
MED1573,DEL048,Centro,C,1770,0.161,1,2,1,45,810
MED0092,DEL048,Centro,C,1768,0.212,2,2,0,0,0
MED1197,DEL048,Centro,C,1713,0.135,0,2,2,120,2160
MED1108,DEL048,Centro,C,1696,0.116,0,2,2,119,2142
MED1666,DEL048,Centro,C,1650,0.223,2,2,0,0,0
MED1376,DEL048,Centro,C,1649,0.112,0,2,2,116,2088
MED1737,DEL048,Centro,C,1646,0.114,0,2,2,115,2070
MED1457,DEL048,Centro,C,1629,0.113,0,2,2,114,2052
MED1228,DEL048,Centro,C,1573,0.196,1,2,1,40,720
MED0741,DEL048,Centro,C,1554,0.133,0,2,2,109,1962
MED0804,DEL048,Centro,C,1479,0.132,0,2,2,104,1872
MED1753,DEL048,Centro,C,1437,0.166,1,2,1,36,648
MED0660,DEL048,Centro,C,1418,0.183,2,1,-1,-36,-648
MED1733,DEL048,Centro,C,1391,0.201,1,1,0,0,0
MED1993,DEL048,Centro,C,1252,0.135,0,1,1,56,1008
MED0277,DEL048,Centro,C,1222,0.187,1,1,0,0,0
MED0252,DEL048,Centro,C,1116,0.12,0,1,1,50,900
MED0591,DEL048,Centro,C,990,0.158,1,1,0,0,0
MED1969,DEL048,Centro,C,893,0.13,0,1,1,40,720
MED0108,DEL049,Levante,A,15108,0.203,13,12,-1,-27,-486
MED1071,DEL049,Levante,A,13231,0.265,17,11,-6,-121,-2178
MED1399,DEL049,Levante,A,12862,0.214,15,11,-4,-87,-1566
MED1600,DEL049,Levante,A,12746,0.266,13,11,-2,-49,-882
MED1756,DEL049,Levante,A,12706,0.231,23,11,-12,-178,-3204
MED0122,DEL049,Levante,A,11781,0.193,4,10,6,348,6264
MED0452,DEL049,Levante,A,11485,0.208,12,10,-2,-51,-918
MED1835,DEL049,Levante,A,10424,0.191,4,9,5,279,5022
MED0964,DEL049,Levante,A,9548,0.231,16,9,-7,-126,-2268
MED1542,DEL049,Levante,A,8853,0.239,17,8,-9,-156,-2808
MED1058,DEL049,Levante,A,8184,0.276,16,8,-8,-135,-2430
MED0472,DEL049,Levante,B,7256,0.172,1,7,6,521,9378
MED0407,DEL049,Levante,B,5644,0.188,3,6,3,145,2610
MED0042,DEL049,Levante,B,5437,0.216,13,6,-7,-116,-2088
MED0994,DEL049,Levante,B,5373,0.21,7,6,-1,-27,-486
MED1805,DEL049,Levante,B,5204,0.203,4,6,2,75,1350
MED1077,DEL049,Levante,B,5192,0.245,15,6,-9,-126,-2268
MED0852,DEL049,Levante,B,5079,0.178,2,6,4,212,3816
MED1313,DEL049,Levante,B,4699,0.182,3,6,3,120,2160
MED1011,DEL049,Levante,B,4599,0.229,7,5,-2,-52,-936
MED0382,DEL049,Levante,B,4581,0.241,6,5,-1,-29,-522
MED1052,DEL049,Levante,B,4482,0.22,4,5,1,37,666
MED1735,DEL049,Levante,B,4431,0.178,5,5,0,0,0
MED1902,DEL049,Levante,B,4395,0.253,8,5,-3,-67,-1206
MED0709,DEL049,Levante,B,4168,0.263,5,5,0,0,0
MED1257,DEL049,Levante,B,4160,0.141,0,5,5,439,7902
MED1590,DEL049,Levante,B,4004,0.209,6,5,-1,-25,-450
MED0564,DEL049,Levante,B,3782,0.118,0,5,5,399,7182
MED1507,DEL049,Levante,B,3468,0.118,0,4,4,338,6084
MED0088,DEL049,Levante,C,2068,0.238,3,3,0,0,0
MED0293,DEL049,Levante,C,2064,0.17,1,3,2,85,1530
MED0294,DEL049,Levante,C,2011,0.13,0,3,3,173,3114
MED1420,DEL049,Levante,C,1949,0.135,0,3,3,168,3024
MED1189,DEL049,Levante,C,1915,0.205,3,3,0,0,0
MED1298,DEL049,Levante,C,1895,0.207,2,3,1,30,540
MED1533,DEL049,Levante,C,1845,0.143,0,3,3,159,2862
MED0935,DEL049,Levante,C,1831,0.105,0,3,3,158,2844
MED1505,DEL049,Levante,C,1813,0.173,1,2,1,46,828
MED1765,DEL049,Levante,C,1649,0.182,1,2,1,41,738
MED0336,DEL049,Levante,C,1642,0.109,0,2,2,115,2070
MED1372,DEL049,Levante,C,1590,0.236,3,2,-1,-26,-468
MED0509,DEL049,Levante,C,1541,0.213,2,2,0,0,0
MED0590,DEL049,Levante,C,1495,0.132,0,2,2,105,1890
MED0302,DEL049,Levante,C,1459,0.147,1,2,1,37,666
MED0808,DEL049,Levante,C,1450,0.133,0,2,2,102,1836
MED1114,DEL049,Levante,C,1440,0.113,0,2,2,101,1818
MED0815,DEL049,Levante,C,1372,0.215,2,2,0,0,0
MED0828,DEL049,Levante,C,1359,0.127,0,2,2,95,1710
MED1694,DEL049,Levante,C,1223,0.101,0,2,2,86,1548
MED1930,DEL049,Levante,C,1198,0.164,1,2,1,30,540
MED0240,DEL049,Levante,C,1073,0.109,0,1,1,48,864
MED0180,DEL049,Levante,C,1045,0.117,0,1,1,47,846
MED0900,DEL049,Levante,C,1045,0.234,2,1,-1,-26,-468
MED0337,DEL050,Sur,A,18088,0.218,4,13,9,647,11646
MED0356,DEL050,Sur,A,13302,0.197,22,11,-11,-178,-3204
MED0665,DEL050,Sur,A,13250,0.238,10,11,1,31,558
MED1288,DEL050,Sur,A,12949,0.21,8,11,3,110,1980
MED0406,DEL050,Sur,A,12321,0.238,11,10,-1,-29,-522
MED1860,DEL050,Sur,A,10901,0.17,19,10,-9,-147,-2646
MED1241,DEL050,Sur,A,7464,0.254,19,7,-12,-176,-3168
MED0626,DEL050,Sur,A,5277,0.211,5,6,1,33,594
MED1217,DEL050,Sur,B,5169,0.117,0,6,6,578,10404
MED0352,DEL050,Sur,B,5046,0.103,0,6,6,564,10152
MED0687,DEL050,Sur,B,4829,0.214,6,6,0,0,0
MED0220,DEL050,Sur,B,4792,0.28,13,6,-7,-102,-1836
MED0503,DEL050,Sur,B,4433,0.18,1,5,4,268,4824
MED1924,DEL050,Sur,B,2881,0.214,3,4,1,32,576
MED0953,DEL050,Sur,B,2758,0.302,14,4,-10,-103,-1854
MED1019,DEL050,Sur,C,2114,0.118,0,3,3,182,3276
MED0418,DEL050,Sur,C,2003,0.194,1,3,2,83,1494
